10:55:13:806|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:33:34:008|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:33:34:008}
15:33:34:008|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {101732} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:33:34:008}
15:33:34:515|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:34:34:008|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:34:34:008}
15:34:34:008|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {102605} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {14} -TimeStamp {} -SupplyTimestamp {13:34:34:008}
15:34:34:540|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:35:34:009|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:35:34:009}
15:35:34:009|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {107023} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {73} -TimeStamp {} -SupplyTimestamp {13:35:34:009}
15:35:34:577|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:36:34:010|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:36:34:010}
15:36:34:010|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {108189} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {19} -TimeStamp {} -SupplyTimestamp {13:36:34:010}
15:36:34:604|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:37:34:010|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:37:34:010}
15:37:34:010|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {108591} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:37:34:010}
15:37:34:628|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:38:34:010|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:38:34:010}
15:38:34:010|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {108993} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:38:34:010}
15:38:34:653|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:39:34:011|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:39:34:011}
15:39:34:011|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {109796} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:39:34:011}
15:39:34:679|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:40:34:011|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:40:34:011}
15:40:34:012|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {110198} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:40:34:012}
15:40:34:703|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:41:34:012|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:41:34:012|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
15:41:34:012|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:41:34:012}
15:41:34:012|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
15:41:34:012|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {111001} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:41:34:012}
15:41:34:730|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=5,}
15:42:34:012|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:42:34:012}
15:42:34:013|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {112167} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {19} -TimeStamp {} -SupplyTimestamp {13:42:34:013}
15:42:34:754|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:43:34:013|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:43:34:013}
15:43:34:013|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {112569} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:43:34:013}
15:43:34:780|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:44:34:014|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:44:34:014}
15:44:34:014|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {112971} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:44:34:014}
15:44:34:804|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:45:34:014|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:45:34:014}
15:45:34:014|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {113774} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:45:34:014}
15:45:34:829|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:46:34:014|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:46:34:014}
15:46:34:014|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {114578} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:46:34:014}
15:46:34:854|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:47:34:015|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:47:34:015}
15:47:34:015|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {116145} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {26} -TimeStamp {} -SupplyTimestamp {13:47:34:015}
15:47:34:879|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:48:34:015|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:48:34:015}
15:48:34:015|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {116695} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {9} -TimeStamp {} -SupplyTimestamp {13:48:34:015}
15:48:34:904|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:49:34:015|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:49:34:015}
15:49:34:015|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {117901} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {20} -TimeStamp {} -SupplyTimestamp {13:49:34:015}
15:49:34:927|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:50:34:017|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:50:34:017}
15:50:34:017|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {118372} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {7} -TimeStamp {} -SupplyTimestamp {13:50:34:017}
15:50:34:952|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:51:34:017|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:51:34:017|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
15:51:34:017|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:51:34:017}
15:51:34:017|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
15:51:34:017|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {118372} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {13:51:34:017}
15:51:34:978|0040-TickData: RTTDelay,DM_DOCKER,R567 {3=5,}
15:52:34:017|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:52:34:017}
15:52:34:017|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {119577} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {20} -TimeStamp {} -SupplyTimestamp {13:52:34:017}
15:52:35:004|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:53:34:017|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:53:34:017}
15:53:34:018|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {120341} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {12} -TimeStamp {} -SupplyTimestamp {13:53:34:018}
15:53:34:028|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:54:34:018|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:54:34:018}
15:54:34:019|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {120341} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {13:54:34:019}
15:54:34:052|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:55:34:019|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:55:34:019}
15:55:34:019|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {120743} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:55:34:019}
15:55:34:078|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:56:34:019|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:56:34:019}
15:56:34:019|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {124760} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {66} -TimeStamp {} -SupplyTimestamp {13:56:34:019}
15:56:34:104|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:57:34:020|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:57:34:020}
15:57:34:020|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {125563} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:57:34:020}
15:57:34:128|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:58:34:020|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:58:34:020}
15:58:34:020|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {126729} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {19} -TimeStamp {} -SupplyTimestamp {13:58:34:020}
15:58:34:152|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:59:34:020|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:59:34:020}
15:59:34:020|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {126729} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {13:59:34:020}
15:59:34:178|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
16:00:34:021|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {14:00:34:021}
16:00:34:021|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {129340} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {43} -TimeStamp {} -SupplyTimestamp {14:00:34:021}
16:00:34:202|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
16:01:34:022|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
16:01:34:022|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
16:01:34:022|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {14:01:34:022}
16:01:34:022|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
16:01:34:022|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {129340} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {14:01:34:022}
16:01:34:225|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=5,}
16:02:34:023|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {14:02:34:023}
16:02:34:023|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {129741} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {14:02:34:023}
16:02:34:249|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
16:03:34:023|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {14:03:34:023}
