10:55:13:806|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:21:01:201|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:21:01:201}
11:21:01:202|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {67526} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:21:01:202}
11:21:01:355|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:22:01:202|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:22:01:202}
11:22:01:202|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {67801} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {4} -TimeStamp {} -SupplyTimestamp {09:22:01:202}
11:22:01:381|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:23:01:202|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:23:01:202}
11:23:01:203|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {68067} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {4} -TimeStamp {} -SupplyTimestamp {09:23:01:203}
11:23:01:408|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:24:01:203|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:24:01:203}
11:24:01:203|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {68978} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {15} -TimeStamp {} -SupplyTimestamp {09:24:01:203}
11:24:01:434|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:25:01:204|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:25:01:204}
11:25:01:204|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {70186} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {20} -TimeStamp {} -SupplyTimestamp {09:25:01:204}
11:25:01:463|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:26:01:204|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:26:01:204}
11:26:01:204|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {70461} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {4} -TimeStamp {} -SupplyTimestamp {09:26:01:204}
11:26:01:488|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:27:01:205|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
11:27:01:205|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
11:27:01:205|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:27:01:205}
11:27:01:205|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
11:27:01:205|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {71257} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {09:27:01:205}
11:27:01:511|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=5,}
11:28:01:205|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:28:01:205}
11:28:01:205|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {71257} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {09:28:01:205}
11:28:01:537|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:29:01:206|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:29:01:206}
11:29:01:206|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {71637} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {09:29:01:206}
11:29:01:562|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:30:01:206|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:30:01:206}
11:30:01:206|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {72169} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {8} -TimeStamp {} -SupplyTimestamp {09:30:01:206}
11:30:01:588|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:31:01:207|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:31:01:207}
11:31:01:207|0354-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {129756} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {959} -TimeStamp {} -SupplyTimestamp {09:31:01:207}
11:31:01:613|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:32:01:207|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:32:01:207}
11:32:01:208|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {130022} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {4} -TimeStamp {} -SupplyTimestamp {09:32:01:208}
11:32:01:636|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:33:01:208|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:33:01:208}
11:33:01:208|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {130553} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {8} -TimeStamp {} -SupplyTimestamp {09:33:01:208}
11:33:01:660|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:34:01:209|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {1} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:34:01:209}
11:34:01:209|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {136028} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {91} -TimeStamp {} -SupplyTimestamp {09:34:01:209}
11:34:01:685|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
11:35:01:210|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {2} -MQSup {0} -TimeStamp {} -SupplyTimestamp {09:35:01:210}
11:35:01:210|0353-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {138638} -YoungGenMax {2762752} -OldGenUse {28426} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {43} -TimeStamp {} -SupplyTimestamp {09:35:01:210}
11:35:01:709|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:19:47:940|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:19:47:942|0175-CustomStat: -CUSTOMSTATS -Table {E2EDLY Stats} -Owner {R567} -Component {R567} -From {entitlement_server} -To {R567} -Delay {0.0} -TimeStamp {} -SupplyTimestamp {13:19:47:942}
15:19:47:942|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
15:19:47:942|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:19:47:942}
15:19:47:942|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
15:19:47:942|0358-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {86985} -YoungGenMax {2762752} -OldGenUse {28469} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {4} -MajCollCnt {2} -MinCollDur {37} -MajCollDur {72} -MinCollStw {37} -MajCollStw {70} -HeapAllocKBps {7478} -TimeStamp {} -SupplyTimestamp {13:19:47:942}
15:19:47:964|0043-TickData: RTTDelay,DM_DOCKER,R567 {2=2,3=4}
15:20:47:943|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:20:47:943}
15:20:47:943|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {87738} -YoungGenMax {2762752} -OldGenUse {28469} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {12} -TimeStamp {} -SupplyTimestamp {13:20:47:943}
15:20:47:989|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:21:47:945|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:21:47:945}
15:21:47:945|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88592} -YoungGenMax {2762752} -OldGenUse {28469} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {14} -TimeStamp {} -SupplyTimestamp {13:21:47:945}
15:21:48:021|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:22:47:946|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:22:47:946}
15:22:47:946|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {89395} -YoungGenMax {2762752} -OldGenUse {28469} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:22:47:946}
15:22:48:046|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
15:24:07:847|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:24:07:850|0175-CustomStat: -CUSTOMSTATS -Table {E2EDLY Stats} -Owner {R567} -Component {R567} -From {entitlement_server} -To {R567} -Delay {0.0} -TimeStamp {} -SupplyTimestamp {13:24:07:850}
15:24:07:850|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
15:24:07:850|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:24:07:850}
15:24:07:850|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
15:24:07:850|0358-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {86523} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {4} -MajCollCnt {2} -MinCollDur {47} -MajCollDur {80} -MinCollStw {46} -MajCollStw {80} -HeapAllocKBps {7557} -TimeStamp {} -SupplyTimestamp {13:24:07:850}
15:24:07:869|0043-TickData: RTTDelay,DM_DOCKER,R567 {3=5,4=1}
15:25:07:852|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:25:07:852}
15:25:07:852|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88026} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {25} -TimeStamp {} -SupplyTimestamp {13:25:07:852}
15:25:07:894|0039-TickData: RTTDelay,DM_DOCKER,R567 {3=2}
15:26:07:853|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:26:07:853}
15:26:07:853|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88026} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {0} -TimeStamp {} -SupplyTimestamp {13:26:07:853}
15:26:07:924|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:27:07:855|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:27:07:855}
15:27:07:856|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88397} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:27:07:856}
15:27:07:948|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:28:07:857|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:28:07:857}
15:28:07:857|0351-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88768} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {6} -TimeStamp {} -SupplyTimestamp {13:28:07:857}
15:28:08:003|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:29:07:857|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:29:07:857}
15:29:07:857|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {90705} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {32} -TimeStamp {} -SupplyTimestamp {13:29:07:857}
15:29:08:029|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:30:07:857|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:30:07:857}
15:30:07:857|0352-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {91488} -YoungGenMax {2762752} -OldGenUse {28479} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {13} -TimeStamp {} -SupplyTimestamp {13:30:07:857}
15:30:08:053|0040-TickData: RTTDelay,DM_DOCKER,R567 {2=2,}
15:31:34:000|0418-CustomStat: -CUSTOMSTATS_METADATA -Table {E2EDLY Stats} -ParentTable {components} -PrimaryKeyFields {Component,From,} -Fields {Component,STR,From,STR,To,STR,Delay,REAL,DelayMin,REAL,DelayMax,REAL,DelayMaxTime,STR,DelayAdjusted,REAL,DelayMaxAdjusted,REAL,DelayBaseline,REAL,Updates,INT,TotUpdates,REAL,RTTDelay,REAL,RTTDelayMin,REAL,RTTDelayMax,REAL,RTTDelayMaxTime,STR,RTTUpdates,INT,RTTTotUpdates,REAL,TimeStamp,STR,}
15:31:34:004|0175-CustomStat: -CUSTOMSTATS -Table {E2EDLY Stats} -Owner {R567} -Component {R567} -From {entitlement_server} -To {R567} -Delay {0.0} -TimeStamp {} -SupplyTimestamp {13:31:34:004}
15:31:34:004|0187-CustomStat: -CUSTOMSTATS_METADATA -Table {MQ Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,MQPubLocal,INT,MQSubLocal,INT,MQPut,INT,MQSup,INT,TimeStamp,STR,}
15:31:34:004|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {0} -MQSubLocal {0} -MQPut {0} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:31:34:004}
15:31:34:004|0335-CustomStat: -CUSTOMSTATS_METADATA -Table {GC Stats} -ParentTable {components} -PrimaryKeyFields {} -Fields {Component,STR,YoungGenUse,INT,YoungGenMax,INT,OldGenUse,INT,OldGenMax,INT,PermGenUse,INT,PermGenMax,INT,MinCollCnt,INT,MajCollCnt,INT,MinCollDur,INT,MajCollDur,INT,MinCollStw,INT,MajCollStw,INT,HeapAllocKBps,INT,TimeStamp,STR,}
15:31:34:004|0358-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {88506} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {4} -MajCollCnt {2} -MinCollDur {38} -MajCollDur {70} -MinCollStw {36} -MajCollStw {69} -HeapAllocKBps {7558} -TimeStamp {} -SupplyTimestamp {13:31:34:004}
15:31:34:466|0043-TickData: RTTDelay,DM_DOCKER,R567 {3=5,4=1}
15:32:34:005|0174-CustomStat: -CUSTOMSTATS -Table {MQ Stats} -Owner {R567} -Component {R567} -MQPubLocal {1} -MQSubLocal {0} -MQPut {6} -MQSup {0} -TimeStamp {} -SupplyTimestamp {13:32:34:005}
15:32:34:006|0354-CustomStat: -CUSTOMSTATS -Table {GC Stats} -Owner {R567} -Component {R567} -YoungGenUse {100929} -YoungGenMax {2762752} -OldGenUse {28435} -OldGenMax {5569536} -PermGenUse {0} -PermGenMax {0} -MinCollCnt {0} -MajCollCnt {0} -MinCollDur {0} -MajCollDur {0} -MinCollStw {0} -MajCollStw {0} -HeapAllocKBps {207} -TimeStamp {} -SupplyTimestamp {13:32:34:006}
15:32:34:490|0039-TickData: RTTDelay,DM_DOCKER,R567 {2=2}
